"product_id","title","brand","source","rating","reviews","price","extracted_price","old_price","extracted_old_price","climate_pledge_friendly","rating_numeric","reviews_numeric","ram_gb","display_inches","processor_type","graphics","os","is_refurbished","is_gaming","is_2in1","storage_gb","price_category","rating_category","price_per_ram","price_per_storage","value_score","popularity_tier","product_tier","brand_category","is_sponsored","popularity","product_type","brand_tier"
"B0DZZWMB2L","asus rog strix g16 (2025) gaming laptop, 16” fhd+ 16:10 165hz/3ms display, nvidia® geforce rtx™ 5060 laptop gpu, intel® core™ i7 processor 14650hx, 16gb ddr5, 1tb gen 4 ssd, wi-fi 7, windows 11 home","ASUS","Amazon","4.3","387","$1,350.00",1350,"$1,499.99",1499.99,"False",4.3,387,16,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"Premium ($1k-$1.5k)","Good (4.0-4.5)",84.375,1.318359375,313.953488372093,"Medium (100-999)","Gaming","Premium Brand",FALSE,"Popular","Gaming Laptop","Premium"
"B0FPR91V6L","nimo 15.6"" fhd light-gaming-laptop, 8 cores amd ryzen 7 pro 6850u 32gb lpddr5 ram 1tb ssd (beat i7-1360p up to 4.7ghz) gpu amd radeon 680m ips computer with 100w type-c backlit keyboard fingerprint","NIMO","Amazon","4.4","189","$569.96",569.96,"$999.99",999.99,"True",4.4,189,32,15.6,"AMD Ryzen 7","AMD Radeon","Unknown",FALSE,TRUE,TRUE,1024,"Mid-Range ($500-$1k)","Good (4.0-4.5)",17.81125,0.5566015625,129.536363636364,"Medium (100-999)","Gaming","Budget Chinese",FALSE,"Popular","Gaming Laptop","Budget"
"B0G2SFQM53","msi vector 16 hx ai gaming laptop | 16"" qhd+ ips 240hz | amd 16-core ryzen 9 up to 5.3 ghz | 64gb ddr5 2tb ssd | geforce rtx 5070 ti (up to 992 ai tops) | rgb backlit win11 pro w/dlca accessory","MSI","Amazon","N/A","N/A","$2,349.00",2349,"N/A",0,"False",NA,NA,64,16,"Intel Other","Unknown","Unknown",FALSE,TRUE,FALSE,2048,"High-End ($1.5k-$3k)",NA,36.703125,1.14697265625,NA,"No Reviews","Gaming","Mid-Tier Brand",FALSE,"No Reviews","Gaming Laptop","Mid"
"B0DW1X5YCQ","asus rog strix g16 (2025) gaming laptop, 16” rog nebula display 16:10 2.5k 240hz/3ms, nvidia® geforce rtx™ 5070 ti gpu, intel® core™ ultra 9 275hx processor, 32gb ddr5, 1tb ssd, wi-fi 7, win11 home","ASUS","Amazon","4.3","387","$2,384.48",2384.48,"N/A",0,"False",4.3,387,32,16,"Intel Other","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,1024,"High-End ($1.5k-$3k)","Good (4.0-4.5)",74.515,2.32859375,554.53023255814,"Medium (100-999)","Gaming","Premium Brand",FALSE,"Popular","Gaming Laptop","Premium"
"B0FWRKTF8B","nimo 15.6"" ips fhd-gaming-laptop,amd ryzen 5 6600h 16gb ddr5 ram 512gb ssd (beat r5-7520u, 6 cores up to 4.5ghz) amd radeon 660m gpu-computer with 100w type-c backlit keyboard fingerprint","NIMO","Amazon","4.3","66","$499.99",499.99,"$1,199.99",1199.99,"False",4.3,66,16,15.6,"AMD Ryzen 5","AMD Radeon","Unknown",FALSE,TRUE,FALSE,512,"Budget (<$500)","Good (4.0-4.5)",31.249375,0.97654296875,116.276744186047,"Low (10-99)","Gaming","Budget Chinese",FALSE,"Some Reviews","Gaming Laptop","Budget"
"B0FXGBJKT8","nimo 15.6"" ips fhd-laptop-computer, intel pentium quad core n100 8gb ram 128gb ssd (beat i3-1115g4, up to 3.4ghz) backlit keyboard fingerprint type-c wifi 6 bt5.2, for student and home","NIMO","Amazon","4.5","750","$229.99",229.99,"$649.99",649.99,"False",4.5,750,8,15.6,"Intel Other","Unknown","Unknown",FALSE,FALSE,FALSE,128,"Budget (<$500)","Good (4.0-4.5)",28.74875,1.796796875,51.1088888888889,"Medium (100-999)","Standard","Budget Chinese",FALSE,"Popular","Budget Laptop","Budget"
"B0G42XVZXH","hp omen 16.0"" 240hz wqxga 2560x1600 ips laptop 10-core amd ryzen ai 9 365 64gb ddr5 4tb ssd nvidia rtx 5070 8gb gddr7 wi-fi 6e four-zone rgb backlit kb 1080p + ir camera win11 home w/ont 32gb usb","HP","Amazon","N/A","N/A","$2,349.00",2349,"N/A",0,"False",NA,NA,64,16,"Intel Other","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,4096,"High-End ($1.5k-$3k)",NA,36.703125,0.573486328125,NA,"No Reviews","Gaming","Premium Brand",FALSE,"No Reviews","Gaming Laptop","Premium"
"B0G39DZWXL","lenovo 15"" gaming laptop computer, amd ryzen 5 7535hs 6-core, 24gb ddr5 ram, 1tb pcie ssd, fhd+ display, wifi 6, bluetooth 5.3, webcam, hdmi, type-c, luna grey, windows 11 home","Lenovo","Amazon","4.5","708","$699.99",699.99,"$1,999.00",1999,"False",4.5,708,24,15,"AMD Ryzen 5","Unknown","Windows 11",FALSE,TRUE,FALSE,1024,"Mid-Range ($500-$1k)","Good (4.0-4.5)",29.16625,0.683583984375,155.553333333333,"Medium (100-999)","Gaming","Premium Brand",FALSE,"Popular","Gaming Laptop","Premium"
"B0DZ5LJXL3","nimo 15.6'' ips fhd-laptop, amd ryzen 5, 16gb ram 512gb ssd (beat i5-1135g7, 4 cores up to 3.7ghz) student computer with 2 years warranty, 65w type-c, fingerprint, backlit keyboa d, bt5.2, numpad","NIMO","Amazon","4.4","150","$369.99",369.99,"$549.99",549.99,"False",4.4,150,16,NA,"AMD Ryzen 5","Unknown","Unknown",FALSE,FALSE,FALSE,512,"Budget (<$500)","Good (4.0-4.5)",23.124375,0.72263671875,84.0886363636364,"Medium (100-999)","Standard","Budget Chinese",FALSE,"Popular","Budget Laptop","Budget"
"B0F5KTGDS9","acer nitro v gaming laptop | intel core i5-13420h processor | nvidia geforce rtx 4050 laptop gpu | 15.6"" fhd ips 165hz display | 8gb ddr5 | 512gb gen 4 ssd | wi-fi 6 | backlit kb | anv15-52-586z","Acer","Amazon","4.3","86","$696.00",696,"$749.99",749.99,"False",4.3,86,8,15.6,"Intel Core i5","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,512,"Mid-Range ($500-$1k)","Good (4.0-4.5)",87,1.359375,161.860465116279,"Low (10-99)","Gaming","Mid-Tier Brand",FALSE,"Some Reviews","Gaming Laptop","Mid"
"B0F7XQ214S","asus rog strix g18 (2025) gaming laptop, 18"" 2.5k 240hz 16:10 display laptop, nvidia geforce rtx 5080, intel core ultra 9 275hx, 64gb ddr5 ram, 8tb m.2 pcie ssd, wifi 7, win11 pro - eclipse gray","ASUS","Amazon","N/A","N/A","$4,999.99",4999.99,"N/A",0,"True",NA,NA,64,18,"Intel Other","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,8192,"Professional (>$3k)",NA,78.12484375,0.610350341796875,NA,"No Reviews","Gaming","Premium Brand",FALSE,"No Reviews","Gaming Laptop","Premium"
"B0FYPL263N","2025 amd gaming laptop, 16-inch laptop computer with amd ryzen 7 7735hs series(8c/16t, up to 4.75ghz), 16gb ram ddr5 4800mhz 512gb nvme ssd laptop, amd radeon 680m, backlit kb, hdmi. wifi-6","Generic Gaming","Amazon","3.9","3","$499.99",499.99,"$1,699.99",1699.99,"False",3.9,3,16,16,"AMD Ryzen 7","AMD Radeon","Unknown",FALSE,TRUE,FALSE,512,"Budget (<$500)","Average (3.5-4.0)",31.249375,0.97654296875,128.202564102564,"Very Low (<10)","Gaming","Other Brand",FALSE,"Few Reviews","Gaming Laptop","Other Brand"
"B0CSY75ZCN","msi thin 15 b13ve-1697ca 15.6"" 144hz gaming laptop intel® core™ i5-13420h rtx 4050 16gb 512gb nvme ssd win11","MSI","Amazon","4.3","97","$645.00",645,"N/A",0,"False",4.3,97,16,15.6,"Intel Other","Unknown","Unknown",FALSE,TRUE,FALSE,512,"Mid-Range ($500-$1k)","Good (4.0-4.5)",40.3125,1.259765625,150,"Low (10-99)","Gaming","Mid-Tier Brand",FALSE,"Some Reviews","Gaming Laptop","Mid"
"B0G33K4831","gaming laptop, 15.6inch laptop with amd ryzen 7 7730u(8c/16t, up to 4.5ghz), 16gb ram 512gb nvme ssd windows 11 high performance laptop computer, up to 2tb, radeon rx vega 8 graphics, wifi 6","Generic Gaming","Amazon","5.0","5","$499.99",499.99,"$999.99",999.99,"False",5,5,16,15.6,"AMD Ryzen 7","AMD Radeon","Windows 11",FALSE,TRUE,FALSE,512,"Budget (<$500)","Excellent (4.5-5)",31.249375,0.97654296875,99.998,"Very Low (<10)","Gaming","Other Brand",FALSE,"Few Reviews","Gaming Laptop","Other Brand"
"B0FH9P1XJV","hp victus 15.6"" 144hz full hd gaming laptop | amd ryzen 7 7445hs |nvidia geforce rtx 4050|copilot |backlit| 16gb ram ddr5 | 512gb ssd |mica silver |windows 11 home |bundle with mouse pad","HP","Amazon","4.0","8","$667.49",667.49,"$799.00",799,"False",4,8,16,15.6,"AMD Ryzen 7","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,512,"Mid-Range ($500-$1k)","Average (3.5-4.0)",41.718125,1.30369140625,166.8725,"Very Low (<10)","Gaming","Premium Brand",FALSE,"Few Reviews","Gaming Laptop","Premium"
"B0G3WSV9DS","gaming laptop, 2025 laptop with amd ryzen 7 7735hs (8c/16t, up to 4.75ghz), 16gb ddr5 512gb nvme ssd laptop computer, up to 4tb, 16-inch fhd display, wifi 6, backlit kb, type-c, dual fans","2025 Model","Amazon","5.0","14","$599.78",599.78,"$1,599.99",1599.99,"False",5,14,16,16,"AMD Ryzen 7","Unknown","Unknown",FALSE,TRUE,FALSE,512,"Mid-Range ($500-$1k)","Excellent (4.5-5)",37.48625,1.1714453125,119.956,"Low (10-99)","Gaming","Other Brand",FALSE,"Some Reviews","Gaming Laptop","Other Brand"
"B0G2XJVTVW","dell 15.6"" fhd touchscreen laptop for business gaming, 10 cores intel core i7-1355u(up to 5ghz, beat amd ryzen ai 5 340), 64gb ram 2tb ssd, wifi6 win 11 pro w/gm accessorry","Dell","Amazon","5.0","3","$999.98",999.98,"$1,599.99",1599.99,"False",5,3,64,15.6,"Intel Core i7","Unknown","Windows 11",FALSE,TRUE,TRUE,2048,"Mid-Range ($500-$1k)","Excellent (4.5-5)",15.6246875,0.488271484375,199.996,"Very Low (<10)","Gaming","Premium Brand",FALSE,"Few Reviews","Gaming Laptop","Premium"
"B0BXFKXG6N","alienware 16 aurora gaming laptop ac16250-16"" wqxga 120hz display, intel core 7-240h processor, 16gb ddr5 ram, 1tb ssd, nvidia geforce rtx 5050 8gb graphics, windows 11 home, onsite service - blue","Dell","Amazon","4.6","48","$999.00",999,"$1,249.99",1249.99,"False",4.6,48,16,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"Mid-Range ($500-$1k)","Excellent (4.5-5)",62.4375,0.9755859375,217.173913043478,"Low (10-99)","Gaming","Premium Brand",FALSE,"Some Reviews","Gaming Laptop","Premium"
"B0FPWLW22K","16 inch ultra large memory gaming laptop,16gb ram 1tb ssd, i5 up to 3.60ghz laptops 1920 x 1200 hd display, wifi5, webcam, bt5.0, mini hdmi, rj45, backlit keyboard laptops computers,gaming computer","Generic Gaming","Amazon","5.0","7","$359.99",359.99,"N/A",0,"False",5,7,16,16,"Unknown","Unknown","Unknown",FALSE,TRUE,FALSE,1024,"Budget (<$500)","Excellent (4.5-5)",22.499375,0.351552734375,71.998,"Very Low (<10)","Gaming","Other Brand",FALSE,"Few Reviews","Gaming Laptop","Other Brand"
"B0FDN1GDRY","acer nitro v gaming laptop | intel core i9-13900h processor | nvidia geforce rtx 5060 laptop gpu | 15.6"" fhd ips 165hz display | 16gb ddr4 | 1tb gen 4 ssd | wi-fi 6 | backlit kb | anv15-52-98kv","Acer","Amazon","5.0","5","$1,099.99",1099.99,"$1,199.99",1199.99,"False",5,5,16,15.6,"Intel Core i9","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,1024,"Premium ($1k-$1.5k)","Excellent (4.5-5)",68.749375,1.074208984375,219.998,"Very Low (<10)","Gaming","Mid-Tier Brand",FALSE,"Few Reviews","Gaming Laptop","Mid"
"B0D83PWKYN","zolwaytac laptop gaming,gaming laptops,16gb ddr4 512gb ssd,with n100 processor(up to 3.4ghz,4c/4t),15.6"" fhd 1920 * 1080p,full metal housing,wifi,bt,usb3.2,type c charging,180°open angle,metallic grey","ZOLWAYTAC","Amazon","3.7","116","$239.99",239.99,"N/A",0,"False",3.7,116,16,15.6,"Unknown","Unknown","Unknown",FALSE,TRUE,FALSE,512,"Budget (<$500)","Average (3.5-4.0)",14.999375,0.46873046875,64.8621621621622,"Medium (100-999)","Gaming","Other Brand",FALSE,"Popular","Gaming Laptop","Other Brand"
"B0FRVZ7CLY","msi katana 15 hx gaming laptop, 15.6” qhd (1440p) 165hz – intel core i7-14650hx, nvidia geforce rtx 5060 (rtx 50 series), 16gb ddr5, 1tb nvme ssd, wi-fi 6e, rgb keyboard, windows 11 b14wfk-810us","MSI","Amazon","4.4","144","$1,299.99",1299.99,"$1,529.99",1529.99,"False",4.4,144,16,15.6,"Intel Core i7","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"Premium ($1k-$1.5k)","Good (4.0-4.5)",81.249375,1.269521484375,295.452272727273,"Medium (100-999)","Gaming","Mid-Tier Brand",FALSE,"Popular","Gaming Laptop","Mid"
"B0DZX2TP6P","15.6 inch laptop, 12th alder lake n100(turbo 3.4ghz) processor,12gb ram, 512gb ssd, 2k fhd ips laptops, 2.4g/5g wifi, webcam,full-featured type-c,ultra-thin notebook","Unknown","Amazon","4.5","48","$245.00",245,"N/A",0,"False",4.5,48,12,15.6,"Unknown","Unknown","Unknown",FALSE,FALSE,FALSE,512,"Budget (<$500)","Good (4.0-4.5)",20.4166666666667,0.478515625,54.4444444444444,"Low (10-99)","Standard","Generic/No-name",FALSE,"Some Reviews","Budget Laptop","Generic"
"B0FZLBKYC4","thunderobot radiant 16 i9 5070ti 2.5k 300hz gaming laptop, nvidia geforce rtx 5070 ti, core i9-13900hx, 16"" qhd+ 300hz display, 32gb ddr5, 1tb ssd, rgb backlit kb, wi-fi 6, win 11 home, black","Thunderobot","Amazon","4.5","5","$1,659.00",1659,"$2,399.00",2399,"False",4.5,5,32,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"High-End ($1.5k-$3k)","Good (4.0-4.5)",51.84375,1.6201171875,368.666666666667,"Very Low (<10)","Gaming","Budget Chinese",FALSE,"Few Reviews","Gaming Laptop","Budget"
"B0FKMT9LLW","nimo 17.3 gaming-laptop ryzen 9 8945hs (beat i9-13900h, up to 5.2ghz) 16gb ram, 1tb ssd, radeon 780m, pd 100w type-c ai-enhanced for copilot vr ready, 75w battery, backlit keyboard, fingerprint","NIMO","Amazon","4.7","16","$759.99",759.99,"$1,099.99",1099.99,"True",4.7,16,16,NA,"AMD Other","Unknown","Unknown",FALSE,TRUE,FALSE,1024,"Mid-Range ($500-$1k)","Excellent (4.5-5)",47.499375,0.742177734375,161.7,"Low (10-99)","Gaming","Budget Chinese",FALSE,"Some Reviews","Gaming Laptop","Budget"
"B0F195W823","acer nitro v 16s ai gaming laptop | amd ryzen 7 260 processor | nvidia geforce rtx 5060 laptop gpu (572 ai tops) | 16"" wuxga ips 180hz display | 32gb ddr5 | 1tb gen 4 ssd | wi-fi 6 | anv16s-41-r2aj","Acer","Amazon","4.1","77","$1,299.99",1299.99,"N/A",0,"False",4.1,77,32,16,"AMD Ryzen 7","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,1024,"Premium ($1k-$1.5k)","Good (4.0-4.5)",40.6246875,1.269521484375,317.070731707317,"Low (10-99)","Gaming","Mid-Tier Brand",FALSE,"Some Reviews","Gaming Laptop","Mid"
"B0DMSWTJN3","laptop, 12gb lpddr5 ram 1tb ssd, 15.6 inch laptop computer, n95 quad core processor(beat to n5095,6500y), up to 3.4ghz, wifi 5, bt 5.0, usb-c, fingerprint,gray","Generic Laptop","Amazon","4.2","76","$289.00",289,"N/A",0,"False",4.2,76,12,15.6,"Intel Other","Unknown","Unknown",FALSE,FALSE,FALSE,1024,"Budget (<$500)","Good (4.0-4.5)",24.0833333333333,0.2822265625,68.8095238095238,"Low (10-99)","Standard","Other Brand",FALSE,"Some Reviews","Budget Laptop","Other Brand"
"B0F671R45Y","excaliberpc [2025] msi raider 18 hx ai a2xwjg-069us (intel core ultra 9 285hx, 128gb ddr5 ram, 2x 2tb nvme ssd, nvidia geforce rtx 5090, 18"" uhd+ mini led, windows 11 pro) gaming laptop","MSI","Amazon","5.0","1","$5,499.00",5499,"N/A",0,"False",5,1,128,18,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,2048,"Professional (>$3k)","Excellent (4.5-5)",42.9609375,2.68505859375,1099.8,"Very Low (<10)","Gaming","Mid-Tier Brand",FALSE,"Few Reviews","Gaming Laptop","Mid"
"B0CZSH2SP5","msi thin a15 15.6” 144hz fhd gaming laptop: ryzen 5-7535hs, nvidia geforce rtx 2050, 8gb ddr5, 512gb nvme ssd, cooler boost 5, win 11: black b7ucx-218us","MSI","Amazon","4.2","40","$530.67",530.67,"$699.99",699.99,"False",4.2,40,8,15.6,"AMD Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,512,"Mid-Range ($500-$1k)","Good (4.0-4.5)",66.33375,1.03646484375,126.35,"Low (10-99)","Gaming","Mid-Tier Brand",FALSE,"Some Reviews","Gaming Laptop","Mid"
"B0FGNDDNX9","hp omen 16 slim gaming laptop w/ headset (amd ryzen 9 8940hx, 32gb ddr5, 1tb ssd, nvidia rtx 5060 8gb, 16-core (>ultra 7-155h)), fhd+ 144hz display, 4-zone rgb backlit, ir webcam, wi-fi, win 11 home","HP","Amazon","4.0","16","$1,519.99",1519.99,"$1,599.99",1599.99,"False",4,16,32,NA,"AMD Ryzen 9","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"High-End ($1.5k-$3k)","Average (3.5-4.0)",47.4996875,1.484365234375,379.9975,"Low (10-99)","Gaming","Premium Brand",FALSE,"Some Reviews","Gaming Laptop","Premium"
"B0FXXLXXQB","nimo 15.6"" ips fhd-student-laptop, intel 6 cores i3-1215u (up to 4.4ghz, beats r5 7520u) 8gb ram 128gb ssdcomputer with 65w type c backlit keyboard fingerprint, for home and business","NIMO","Amazon","4.5","115","$249.99",249.99,"$549.99",549.99,"False",4.5,115,8,15.6,"Intel Other","Unknown","Unknown",FALSE,FALSE,FALSE,128,"Budget (<$500)","Good (4.0-4.5)",31.24875,1.953046875,55.5533333333333,"Medium (100-999)","Standard","Budget Chinese",FALSE,"Popular","Budget Laptop","Budget"
"B0DW238TXK","asus rog flow z13 (2025) gaming laptop, 13” rog nebula 16:10 2.5k 180hz/3ms, amd ryzen ai max+ 395, rdna 3.5 graphics, 128gb lpddr5x 8000mhz, 1tb pcie gen 4 ssd, wi-fi 7, win 11 pro, gz302ea-xs99","ASUS","Amazon","4.0","50","$2,794.00",2794,"N/A",0,"True",4,50,128,13,"AMD Other","Unknown","Windows 11",FALSE,TRUE,FALSE,1024,"High-End ($1.5k-$3k)","Average (3.5-4.0)",21.828125,2.728515625,698.5,"Low (10-99)","Gaming","Premium Brand",FALSE,"Some Reviews","Gaming Laptop","Premium"
"B0FNWFXYBX","laptop 2025 with 12gb ram 512gb ssd, 15.6 inch fhd laptop computer, n95 processor(up to 3.4ghz), backlit keyboard, fingerprint unlock, wifi 5, bluetooth 5.0","Generic Laptop","Amazon","5.0","3","$284.13",284.13,"$369.00",369,"False",5,3,12,15.6,"Unknown","Unknown","Unknown",FALSE,FALSE,FALSE,512,"Budget (<$500)","Excellent (4.5-5)",23.6775,0.55494140625,56.826,"Very Low (<10)","Standard","Other Brand",FALSE,"Few Reviews","Budget Laptop","Other Brand"
"B0FXN49CFS","hp omen slim rtx 5070 gaming laptop, 16"" wqxga 240hz, intel core ultra 9 285h (beats intel i9-14900), 64gb ddr5 ram, 2tb ssd, rgb backlit kb, bundle with pco laptop cooler, black, windows 11 pro","HP","Amazon","4.2","10","$1,999.00",1999,"$2,999.00",2999,"False",4.2,10,64,16,"Intel Other","Unknown","Windows 11",FALSE,TRUE,FALSE,2048,"High-End ($1.5k-$3k)","Good (4.0-4.5)",31.234375,0.97607421875,475.952380952381,"Low (10-99)","Gaming","Premium Brand",FALSE,"Some Reviews","Gaming Laptop","Premium"
"B0FZCZ83BT","thunderobot radiant 16 5060 2.5k 300hz gaming laptop, nvidia geforce rtx 5060, 16"" qhd+ 300hz display, core i7-14650hx, 32gb ddr5, 1tb ssd, rgb backlit keyboard, wi-fi 6, win 11 home, black","Thunderobot","Amazon","4.2","4","$1,399.00",1399,"$1,899.00",1899,"False",4.2,4,32,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"Premium ($1k-$1.5k)","Good (4.0-4.5)",43.71875,1.3662109375,333.095238095238,"Very Low (<10)","Gaming","Budget Chinese",FALSE,"Few Reviews","Gaming Laptop","Budget"
"B0F6VGC7L2","asus rog strix g18 (2025) gaming laptop, nvidia rtx 5080 16gb gddr7, intel ultra 9 275hx(up to 5.4ghz), 18"" 240hz 2.5k premium rog nebula display, wifi 7, 64 gb ddr5 ram, 2 tb ssd, windows 11 pro","ASUS","Amazon","4.4","1100","$3,880.49",3880.49,"N/A",0,"False",4.4,1100,64,18,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,2048,"Professional (>$3k)","Good (4.0-4.5)",60.63265625,1.8947705078125,881.929545454545,"High (1k-9.9k)","Gaming","Premium Brand",FALSE,"Very Popular","Gaming Laptop","Premium"
"B0FWCK7N23","asus tuf a16 gaming laptop, 16” wuxga 144hz, amd ryzen 7 7445hs, geforce rtx 4050, 32gb ram 1tb pcie ssd, webcam, 256gb 9h docking station, backlit keyboard, windows 11 home, gray","ASUS","Amazon","4.4","4","$989.99",989.99,"N/A",0,"False",4.4,4,32,16,"AMD Ryzen 7","Unknown","Windows 11",FALSE,TRUE,FALSE,1024,"Mid-Range ($500-$1k)","Good (4.0-4.5)",30.9371875,0.966787109375,224.997727272727,"Very Low (<10)","Gaming","Premium Brand",FALSE,"Few Reviews","Gaming Laptop","Premium"
"B09SVSBVP1","hp chromebook 14 laptop, intel celeron n4120, 4 gb ram, 64 gb emmc, 14"" hd display, chrome os, thin design, 4k graphics, long battery life, ash gray keyboard (14a-na0226nr, 2022, mineral silver)","HP","Amazon","4.3","2500","$164.00",164,"N/A",0,"False",4.3,2500,4,14,"Intel Other","Unknown","Chrome OS",FALSE,FALSE,FALSE,64,"Budget (<$500)","Good (4.0-4.5)",41,2.5625,38.1395348837209,"High (1k-9.9k)","Standard","Premium Brand",FALSE,"Very Popular","Budget Laptop","Premium"
"B0F1B8Q5GT","asus tuf gaming f16 (2024) gaming laptop, 16” fhd+ 144hz ips-level 16:10 display, intel® core™ 5 210h processor, nvidia® geforce rtx™ 4050, 8gb ddr5, 512gb pcie gen4 ssd, wi-fi 6, windows 11 home","ASUS","Amazon","4.4","41","$799.99",799.99,"$999.99",999.99,"False",4.4,41,8,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,512,"Mid-Range ($500-$1k)","Good (4.0-4.5)",99.99875,1.56248046875,181.815909090909,"Low (10-99)","Gaming","Premium Brand",FALSE,"Some Reviews","Gaming Laptop","Premium"
"B0F1C9TD3B","asus rog strix g18 rog nebula display 2.5k 240hz 3ms 18"" gaming laptop amd ryzen 9 8940hx 16gb ram 1tb ssd nvidia geforce rtx 5070 eclipse gray","ASUS","Amazon","4.0","141","$1,898.99",1898.99,"$2,099.99",2099.99,"False",4,141,16,18,"AMD Ryzen 9","NVIDIA RTX Other","Unknown",FALSE,TRUE,FALSE,1024,"High-End ($1.5k-$3k)","Average (3.5-4.0)",118.686875,1.854482421875,474.7475,"Medium (100-999)","Gaming","Premium Brand",FALSE,"Popular","Gaming Laptop","Premium"
"B0DW1FVPK8","asus rog strix g16 (2025) gaming laptop, 16” rog nebula 16:10 2.5k 240hz/3ms, nvidia® geforce rtx™ 5080, intel® core ultra 9 275hx, 32gb ddr5, 1tb pcie gen 4 ssd, wi-fi 7, windows 11 home, g615lw-as96","ASUS","Amazon","4.3","387","$3,479.00",3479,"N/A",0,"False",4.3,387,32,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,1024,"Professional (>$3k)","Good (4.0-4.5)",108.71875,3.3974609375,809.06976744186,"Medium (100-999)","Gaming","Premium Brand",FALSE,"Popular","Gaming Laptop","Premium"
"B0DWNLQLL6","acer aspire 14 ai copilot+ pc | 14"" wuxga display | intel core ultra 7 processor 256v | npu: up to 47 tops - gpu: up to 64 tops | intel arc 140v | 16gb lpddr5x | 1tb ssd | wi-fi 6e | a14-52m-72s0","Acer","Amazon","4.3","72","$649.99",649.99,"$979.99",979.99,"True",4.3,72,16,14,"Intel Other","Unknown","Unknown",FALSE,FALSE,FALSE,1024,"Mid-Range ($500-$1k)","Good (4.0-4.5)",40.624375,0.634755859375,151.160465116279,"Low (10-99)","Standard","Mid-Tier Brand",FALSE,"Some Reviews","Standard Laptop","Mid"
"B0CZL2SLCJ","hp stream 14"" hd brightview laptop, intel celeron n150, 16gb ram, 288gb storage (128gb emmc + 160gb docking station set), intel uhd graphics, 720p webcam, wi-fi, 1 year office 365, win 11 s, gold","HP","Amazon","4.2","1400","$329.00",329,"$399.00",399,"False",4.2,1400,16,14,"Intel Other","Unknown","Windows 11",FALSE,FALSE,FALSE,128,"Budget (<$500)","Good (4.0-4.5)",20.5625,2.5703125,78.3333333333333,"High (1k-9.9k)","Standard","Premium Brand",FALSE,"Very Popular","Budget Laptop","Premium"
"B0G3287R63","msi vector a16 hx gaming laptop 16"" qhd+ 240hz amd 16-core ryzen 9 hx (up to 5.3ghz) 32gb ram 4tb ssd geforce rtx 5070 ti (up to 992 ai tops) rgb backlit thunderbolt win11pro icp hub w/copilot ai pc","MSI","Amazon","N/A","N/A","$2,249.00",2249,"N/A",0,"False",NA,NA,32,16,"Intel Other","Unknown","Unknown",FALSE,TRUE,FALSE,4096,"High-End ($1.5k-$3k)",NA,70.28125,0.549072265625,NA,"No Reviews","Gaming","Mid-Tier Brand",FALSE,"No Reviews","Gaming Laptop","Mid"
"B0DYSHDBPN","msi stealth a16 ai+ 16” 240hz qhd+ oled gaming laptop: amd ryzen ai 9 hx 370, nvidia geforce rtx 5070ti, 32gb ddr5, 2tb nvme ssd, wi-fi 7, win 11 home :core black a3xwhg-079us","MSI","Amazon","4.8","6","$2,349.99",2349.99,"$2,899.99",2899.99,"False",4.8,6,32,16,"Intel Other","NVIDIA RTX Other","Windows 11",FALSE,TRUE,FALSE,2048,"High-End ($1.5k-$3k)","Excellent (4.5-5)",73.4371875,1.1474560546875,489.58125,"Very Low (<10)","Gaming","Mid-Tier Brand",FALSE,"Few Reviews","Gaming Laptop","Mid"
"B0FF23MPP5","16 inch gaming laptop computer, 2025 window 11 pro lap top 16gb ddr4 ram 1tb ssd, processor n100(up to 3.4ghz), 1200p fhd ips display, office 365, backlit keyboard, 6000mah, portatil","Generic Gaming","Amazon","4.0","6","$429.99",429.99,"N/A",0,"False",4,6,16,16,"Unknown","Unknown","Unknown",FALSE,TRUE,FALSE,1024,"Budget (<$500)","Average (3.5-4.0)",26.874375,0.419912109375,107.4975,"Very Low (<10)","Gaming","Other Brand",FALSE,"Few Reviews","Gaming Laptop","Other Brand"
