combined_id,source,product_id,position,sponsored,brand_final,title,rating,reviews,price,extracted_price,old_price,extracted_old_price,delivery,free_shipping,in_stock,seller,climate_pledge_friendly,search_query,page_fetched
Amazon_B0DT7FC9B7,Amazon,B0DT7FC9B7,13,False,Acer,"Acer Aspire Go 15 AI Ready Laptop | 15.6"" FHD (1920 x 1080) IPS Display | Intel Core 3 Processor N355 | Intel Graphics | 8GB DDR5 | 128GB UFS | Wi-Fi 6 | Windows 11 Home in S Mode | AG15-32P-39R2",4.3,367,$268.99,268.99,$286.99,286.99,"['FREE delivery Dec 17 - 18', 'Or fastest delivery Tue, Dec 16']",,,,True,student laptop,2
Amazon_B0FX8894KF,Amazon,B0FX8894KF,14,False,HP,"HP 2026 New Generation 15.6'' Business and Student Laptop, Intel Powerful Processor, 16GB RAM, 256GB SSD, Ultra Quiet Design, Long Battery Life, Bluetooth 5, Wi-Fi 6, SD Card Reader, Windows 11, WOWPC",4.5,2,$399.99,399.99,N/A,0.0,"['FREE delivery Dec 17 - 19', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,2
Amazon_B0FVXKRWM5,Amazon,B0FVXKRWM5,15,False,HP,"HP 14"" Laptop 2025 Business Student Slim Computer, 1-Y Office 365, Copilot AI, Quad-Core Intel CPU, 16 GB RAM, 128GB UFS & 128GB SD Card, Wi-Fi 6, Windows 11 Pro, JQ2XzAccessory, Sky Blue",4.4,809,$379.99,379.99,"$1,899.99",1899.99,"['FREE delivery Tue, Dec 16']",,,,False,student laptop,2
Amazon_B0FX349GY4,Amazon,B0FX349GY4,16,False,HP,"HP 14 Inch Student Laptop Office 365, Quad-Core Processor (Beat i3-1115G4), 16GB RAM 256GB Storage (128GB UFS+128GB SD Card), Computer for Business and Study Home with Wi-Fi 6 Win11, W/Accessories",3.9,19,$319.99,319.99,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,2
Amazon_B0DKF7L3G3,Amazon,B0DKF7L3G3,4,False,HP,"HP 14"" Touchscreen Laptop Computer for Student Home, 1-Year Office 365, Intel Processor, 8GB RAM, 1TB Cloud & 256GB PCIe SSD Storage, WiFi 6, Bluetooth 5.4, Type-C, HDMI, Pale Rose Gold, Windows 11 S",4.6,12400,$379.99,379.99,$449.00,449.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0FCYT7LYT,Amazon,B0FCYT7LYT,5,False,HP,HP 14 Ultrabook • Back to School Limited Edition w/Microsoft 365 • Intel 4-Core CPU • 16GB RAM • 1.6TB Storage (128GB OnBoard w/ 512GB Portable Drive + 1TB OneDrive) • Rose Gold • Win 11,4.2,59,$369.99,369.99,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0DQ997GB5,Amazon,B0DQ997GB5,6,False,HP,"HP 15.6"" FHD Business & Student Laptop Computer, 32GB RAM 1TB SSD, 10-Core Intel Core i5, Windows 11 Pro Laptop with Microsoft Office Home & Business Included, PLUSERA Earphones, Silver",4.4,260,$709.98,709.98,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0BSJ46KY9,Amazon,B0BSJ46KY9,7,False,Lenovo,"Lenovo IdeaPad 3i Chromebook, 15.6” FHD Display, Intel Celeron N4500, 8GB RAM, 64GB eMMC, 1920x1080 px, 720p Camera, Chrome OS, Abyss Blue",4.3,1500,$169.50,169.5,$182.88,182.88,"['FREE delivery Dec 18 - 19', 'Or fastest delivery Tue, Dec 16']",,,,True,student laptop,3
Amazon_B0D45FXRFM,Amazon,B0D45FXRFM,9,False,NIMO,"NIMO 15.6 IPS FHD-Laptop, 16GB RAM 1TB SSD Intel Pentium Quad Core N100, Computer with Backlit Keyboard Fingerprint (Beat to i3-1115G4 Up to 3.4GHz) Laptops for Student, Win 11 Blue",4.5,750,$419.99,419.99,N/A,0.0,"['FREE delivery Wed, Dec 17', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0F4GD28JM,Amazon,B0F4GD28JM,10,False,HP,"HP Chromebook 14 inch Laptop, HD Display, Intel Processor N100, 8 GB RAM, 128 GB UFS, Intel UHD Graphics, Chrome OS, Chalkboard Gray, 14a-nf0099nr",4.2,196,$218.00,218.0,$249.69,249.69,"['$14.36 delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0F5NNHXQ1,Amazon,B0F5NNHXQ1,12,False,Lenovo,"Lenovo IdeaPad Laptop Computer 2025, 15.6"" Display, 12GB RAM, 1.1TB Storage (500GB SSD + 128GB eMMC + 500GB Ext), Intel Dual Core Processor, Long Battery, MarxsolAccessory, 1 Year Office 365, Win 11",4.0,92,$349.00,349.0,N/A,0.0,"['FREE delivery Dec 22 - 29', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0FR9F61D4,Amazon,B0FR9F61D4,13,False,ASUS,"ASUS Vivobook 14"" FHD Laptop for Student Business Home School, Intel 10-Core i5-1334U, 24GB RAM 1TB SSD, Numeric Keypad, Private Webcam, Windows 11",4.2,30,$428.00,428.0,$476.00,476.0,"['FREE delivery Wed, Dec 17', 'Or fastest delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0FSSZSHS3,Amazon,B0FSSZSHS3,14,False,HP,"HP 14 Inch Laptop Student Business, Microsoft 365, Copilot AI, IntelN150, 16GB RAM, 1.1TB Storage(128GB UFS+1TB Cloud Storage), 11-Hr Long Battery Life, Pink Laptop, Alpacatec Accessories",4.4,49,$279.00,279.0,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0DC6KMWJS,Amazon,B0DC6KMWJS,15,False,HP,"HP Stream 14"" HD BrightView Laptop, Intel Processor N150, 16GB RAM, 416GB Storage (128GB eMMC + 288GB Docking Station Set), Intel UHD Graphics, 720p Camera, Wi-Fi, 1 Year Office 365, Win 11 S, Gold",4.4,308,$309.00,309.0,$399.00,399.0,"['FREE delivery Tue, Dec 16']",,,,False,student laptop,3
Amazon_B0FWQZ38G7,Amazon,B0FWQZ38G7,1,True,N/A,"2025 Gina 15 15.6 Inch FHD Windows 11 Pro Laptop Computer for Home/School/Business, Intel 4-Core N100 up to 3.4GHz, 16GB DDR5 RAM, 1TB SSD, Free Office, Fingerprint, Numeric Keypad, Webcam, Type-C",4.1,4,$349.00,349.0,$529.00,529.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,False,2-in-1 laptop,1
Amazon_B0FX3GZMMW,Amazon,B0FX3GZMMW,2,True,HP,HP Ultrabook Laptop with Copilot AI & Office 365 • Intel High Performance CPU • 8GB RAM • 1.3TB Storage (320GB SSD and 1TB OneDrive) • Windows 11 w/o Earbuds,4.1,91,$269.99,269.99,$699.99,699.99,"['FREE delivery Dec 19 - 26', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0F9PDTCNL,Amazon,B0F9PDTCNL,3,False,Dell,"Dell Inspiron 14 7445 2-in-1 Laptop, 14"" FHD+ Touchscreen, AMD Ryzen 5 8640HS(Beats i7-1255U), 16GB DDR5 RAM, 1TB PCIe SSD, Backlit KB, FP Reader, Type-C, FHD Webcam, Win 11 Home, w/BWE Stylus Pen",4.1,6,$619.99,619.99,N/A,0.0,"['FREE delivery Dec 17 - 19', 'Or fastest delivery Dec 16 - 18']",,,,False,2-in-1 laptop,1
Amazon_B0D8ZXPN38,Amazon,B0D8ZXPN38,4,False,HP,"HP Convertible 2-in-1 Chromebook in Blue 14"" Touch FHD Intel 4-Core up to 3.40GHz 4GB Ram 64GB Storage 4K Graphics Super-Fast WiFi Chrome OS (14b - Renewed)",4.5,143,$219.99,219.99,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Mon, Dec 15']",,,,False,2-in-1 laptop,1
Amazon_B0FRC9PVPN,Amazon,B0FRC9PVPN,5,False,N/A,"RCA Plus 15.6"" 2-in-1 Convertiable Laptop Computer - Grey",N/A,N/A,$399.99,399.99,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0FQNBT9XZ,Amazon,B0FQNBT9XZ,6,False,HP,"HP OmniBook X FILP Copilot+ PC 16 inch 2K Touch 2-in-1 Touchs Laptop, AMD Ryzen AI 5 340, 16GB DDR5 RAM, 512GB SSD, Backlit KB, Copilot+ PC, Windows 11 Home, Meteor Silver, 16-ar0013dx",5.0,2,$545.00,545.0,$649.00,649.0,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0FSRN4FPZ,Amazon,B0FSRN4FPZ,7,True,Lenovo,"Lenovo Ideapad 5 16"" WUXGA Touchscreen 2-in-1 Laptop, AMD Ryzen AI 5 340, 16GB RAM, 672GB Storage(512GB SSD+160GB Docking Station Set), Radeon 840M, Backlit Keyboard, Wi-Fi 6, Win 11 Pro, Blue",4.6,8,$679.00,679.0,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0DZZVLF6N,Amazon,B0DZZVLF6N,8,False,ASUS,"ASUS Chromebook Flip CX1 Convertible Laptop, 14"" FHD NanoEdge 360-degree Touchscreen, Intel Celeron N4500 Processor, 128GB eMMC Storage, 8GB RAM, ChromeOS, Transparent Silver, CX1400FKA-AS88FT",4.4,322,$279.99,279.99,$369.99,369.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,True,2-in-1 laptop,1
Amazon_B0BZRHT65Z,Amazon,B0BZRHT65Z,9,False,Dell,"Dell Latitude 5300 2-in-1 13.3"" FHD Touchscreen Laptop Computer, Core i5-8365U Dual-Core, 16GB DDR4 RAM 256GB SSD, Backlit Keyboard, Type-C, HDMI, Windows 11 Pro (Renewed)",4.0,34,$251.09,251.09,N/A,0.0,"['FREE delivery Tue, Dec 23', 'Or fastest delivery Thu, Dec 18']",,,,False,2-in-1 laptop,1
Amazon_B0FX9RPS8W,Amazon,B0FX9RPS8W,10,False,N/A,"2-in-1 Laptop/Tablet (2025), Windows 11 PC with Magnetic Keyboard, 12” 2K FHD IPS Touchscreen Display, 4-core N95, 12GB DDR5 RAM 512GB SSD, 2 Stereo Speakers Computer for Home Business Students",4.7,11,"$1,199.99",1199.99,N/A,0.0,"['FREE delivery Fri, Dec 19']",,,,False,2-in-1 laptop,1
Amazon_B0FSQ784JX,Amazon,B0FSQ784JX,11,False,Lenovo,"Lenovo Yoga 7i 2-in-1 Laptop, 16"" 2K Touchscreen Display, Core Ultra 7 155U (Up to 4.80 GHz), 16GB DDR5, 2TB PCIe 4.0 SSD, Wi-Fi 6E, Backlit KB, FP Reader, TB 4, Webcam, Keypad, PDG HDMI, Win 11 Pro",4.3,112,$847.99,847.99,$949.99,949.99,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0G4RJVMTW,Amazon,B0G4RJVMTW,12,True,HP,"HP OmniBook X Flip 2-in-1 Laptop | 14"" WUXGA IPS Touch | AMD Ryzen AI 7 350 (Up to 50 NPU Tops) | 24GB DDR5 1TB SSD | Copilot+ AI PC for Creator Business Professional Win11 w/DLCA Accessory",N/A,N/A,$749.00,749.0,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0FJF6RSXW,Amazon,B0FJF6RSXW,13,False,HP,"HP OmniBook 5 Flip 2-in-1 14"" Full HD+ Touch-Screen Laptop | Intel Core 5 120U|Intel Graphics| Copilot | Webcam| Silver | 8GB RAM DDR5 | 512GB SSD |Windows 11 Home |Bundle with Stylus Pen",4.1,20,$469.49,469.49,$494.99,494.99,"['FREE delivery Fri, Dec 19', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0FM3F1SGH,Amazon,B0FM3F1SGH,14,False,Lenovo,"Lenovo Yoga 7i 2-in-1 Laptop, 16"" FHD+ 2K Touchscreen Display, 12-core Intel Core Ultra 7 155U, 16GB LPDDR5X, 1TB SSD, Backlit KB, Fingerprint, Thunderbolt 4, Win 11 Home, Storm Grey, EAT 16GB USB Pen",3.9,6,$744.00,744.0,$796.00,796.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0FWK9YJQL,Amazon,B0FWK9YJQL,15,False,N/A,"Convertible Laptop 15.6 inch, 2 in 1 Touchscreen Laptop Computer with i3-1215U Processor(6C/8T, Up to 4.4GHz), 16GB RAM, 1024GB SSD, WiFi 6, BT5.2, RJ45, 57.75WH, for Home Business Student",4.5,24,$429.99,429.99,$613.99,613.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,True,2-in-1 laptop,1
Amazon_B0D6W1GQ6X,Amazon,B0D6W1GQ6X,17,True,Samsung,"Samsung 12.2"" FHD 2-in-1 Touchscreen Chromebook Plus Laptop for Business&Students, Intel Dual-Core, 4GB RAM, 224GB Storage(64GB eMMC+160GB Docking Station Set), Stylus Pen, Wireless Mouse, Silver",4.2,247,$348.99,348.99,$399.00,399.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,False,2-in-1 laptop,1
Amazon_B0CXL51P6F,Amazon,B0CXL51P6F,18,False,Microsoft,"Microsoft Surface Pro 2-in-1 Laptop/Tablet (2024), Windows 11 Copilot+ PC, 13"" Touchscreen Display, Snapdragon X Plus (10 Core), 16GB RAM, 512GB Storage, Dune",4.4,604,$934.99,934.99,"$1,199.99",1199.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,True,2-in-1 laptop,1
Amazon_B0DBZ1J12C,Amazon,B0DBZ1J12C,19,False,Lenovo,"Lenovo IdeaPad Flex 5i Chromebook Plus 14"" FHD+ 2-in-1 Touchscreen Laptop (Intel Core i3-1315U, 8GB RAM, 256GB Storage), Home, Students, Backlit, FHD Webcam, Chrome OS, 2TB of Cloud Storage, Grey",4.2,1300,$479.99,479.99,N/A,0.0,"['FREE delivery Wed, Dec 17', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0F32RD51P,Amazon,B0F32RD51P,20,False,EYY,"EYY 2 in 1 Laptop Computer, 15.6"" 16GB DDR4 512GB SSD Touchscreen Notebook, AMD Ryzen R3 3200U(Up to 3.5 GHz), Radeon Vega 3, 1920x1080 FHD Display, Win 11 Pro, WiFi, BT5.1 RJ45, Blacklit Keyboard",4.2,86,$329.99,329.99,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,False,2-in-1 laptop,1
Amazon_B0DNLDKY3S,Amazon,B0DNLDKY3S,21,False,Dell,"Dell Latitude 3190 11.6"" HD 2-in-1 Touchscreen Laptop Intel N5030 1.1Ghz 4GB Ram 128GB SSD Windows 11 Professional (Renewed)",4.2,407,$139.99,139.99,$159.99,159.99,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0CC6H9N71,Amazon,B0CC6H9N71,22,True,HP,"HP Essential 17t Business Laptop, 17.3"" HD+ Touchscreen Display, Intel Core i7-1355U (> R5 7430U) High-Performance Tier Processor, 16GB RAM, 1TB SSD, HDMI, Fingerprint Reader, Wi-Fi 6, Windows 11 Home",4.5,214,$749.00,749.0,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,1
Amazon_B0F4WS3WP4,Amazon,B0F4WS3WP4,1,False,N/A,"Gaming Laptop,15.6 Inch 2 in 1 Laptop,16 GB DDR4 512GB SSD,R3-3200U Processor(up to 3.50GHz),1920 * 1080 Touch Display,Wifi5,BT 5.1,HDMI*1,Type C,Supports 360° Folding,Backlit Keyboard,portable gamer",4.3,12,$327.99,327.99,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,False,2-in-1 laptop,2
Amazon_B0BJ86VBWR,Amazon,B0BJ86VBWR,2,False,Lenovo,"Lenovo IdeaPad Flex 5i Chromebook plus 2-in-1 Laptop (14"" FHD+ Touchscreen, Intel 10-Core i5-1334U, 8GB RAM, 384GB Storage(256GB SSD+128GB SD Card)) Business, Home, Student, Webcam, Backlit, Chrome OS",4.4,73,$549.99,549.99,N/A,0.0,"['FREE delivery Wed, Dec 17', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,2
Amazon_B0FRYC1NVX,Amazon,B0FRYC1NVX,3,False,HP,"HP 2025 Convertible 2-in-1 Chromebook 14"" Touch FHD Intel 4-Core up to 3.40GHz 4GB Ram 64GB Storage 4K Graphics Super-Fast WiFi Chrome OS Pen (Blue)",5.0,2,$279.99,279.99,N/A,0.0,"['FREE delivery Dec 22 - 29', 'Or fastest delivery Dec 22 - 24']",,,,False,2-in-1 laptop,2
Amazon_B0FLYLFF3F,Amazon,B0FLYLFF3F,4,False,Dell,"Dell Latitude 3190 11.6"" HD 2-in-1 Touchscreen Laptop Intel N5030 1.1Ghz 4GB Ram 256GB SSD Windows 11 Professional (Renewed)",4.2,407,$159.99,159.99,N/A,0.0,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,2
Amazon_B0F9F9R3WZ,Amazon,B0F9F9R3WZ,5,False,Dell,"Dell Latitude 5320 2-in-1 Touchscreen, 13.3"" FHD (1920x 1080), Intel i7-1185G7 (3.0-4.8GHz), 16GB RAM, 512GB SSD, Backlit Keyboard, Win11 Pro (Renewed)",4.3,11,$352.00,352.0,N/A,0.0,"['FREE delivery Dec 22 - 27', 'Or fastest delivery Dec 22 - 23']",,,,False,2-in-1 laptop,2
Amazon_B0FKJF9Q6M,Amazon,B0FKJF9Q6M,6,False,HP,"HP OmniBook 5 16 inch Next Gen AI PC, 2K Touchscreen, Snapdragon X Plus X1P-42-100, 16 GB RAM, 512 GB SSD, Qualcomm Adreno GPU, Windows 11 Home, Copilot+ PC, Glacier Silver, 16-fb0000nr",4.4,45,$597.18,597.18,N/A,0.0,"['FREE delivery Dec 19 - 20', 'Or fastest delivery Fri, Dec 19']",,,,False,2-in-1 laptop,2
Amazon_B0D31CSCTY,Amazon,B0D31CSCTY,7,False,Dell,"Dell Latitude 5320 2-in-1 13.3"" FHD Touchscreen Laptop Computer, Quad Core i7-1185G7, 32GB DDR4 RAM, 512GB SSD, Backlit Keyboard, HDMI, Windows 11 Pro (Renewed)",3.4,40,$379.99,379.99,N/A,0.0,"['FREE delivery Mon, Dec 22', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,2
Amazon_B0G23R1Y1Z,Amazon,B0G23R1Y1Z,8,False,HP,"Lenovo 2025 IdeaPad 5 2-in-1 14AHP9 Personal Laptop - 14"" 1920x1200 Touchscreen - 8-Core AMD Ryzen 7 8845HS - 16GB RAM 1TB SSD - Wi-Fi 6 - Fingerprint Reader - 1080p FHD Camera - W11P - Cosmic Blue",N/A,N/A,$869.00,869.0,N/A,0.0,"['FREE delivery Wed, Dec 24', 'Or fastest delivery Wed, Dec 17']",,,,False,2-in-1 laptop,2
Amazon_B0DT7DWBWN,Amazon,B0DT7DWBWN,9,False,Lenovo,"Lenovo IdeaPad 5i 2-in-1 Laptop with Intel Core 7 150U Processor, 16” WUXGA, IPS, Touch Display, 16GB LPDDR5X RAM, 1TB SSD, Digital Pen, 1080P FHD Camera, Backlit KYB, FP Reader, and Win 11 Home",4.6,6,$745.00,745.0,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Wed, Dec 17']",,,,False,2-in-1 laptop,2
Amazon_B0DTTPT9Z1,Amazon,B0DTTPT9Z1,10,False,Lenovo,"Lenovo Yoga 7i 2-in-1 Business Laptop (16"" FHD+ Touchscreen, Intel Ultra 7 155U (Beat i7-1355U), 16GB DDR5 RAM, 1TB SSD) Backlit, Fingerprint, FHD IR Webcam, Thunderbolt 4, Win 11 Pro, 2025 AI PC",4.2,12,$753.00,753.0,$937.00,937.0,"['FREE delivery Wed, Dec 17', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,2
Amazon_B0FLCT4SXV,Amazon,B0FLCT4SXV,13,False,HP,"HP OmniBook 7 Flip (Next Gen Envy x360) 2-in-1 Laptop (16"" FHD+ Touchscreen, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, Arc 140v GPU (16GB), Pen) AI Copilot+ PC for Professionals, Wi-Fi 7, Win 11 Pro",4.8,6,"$1,149.99",1149.99,N/A,0.0,"['FREE delivery Wed, Dec 17', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,2
Amazon_B0CH9Q6VNX,Amazon,B0CH9Q6VNX,14,False,N/A,"CHUWI MiniBook X 2-in-1 Laptop 10.51"", 16GB LPDDR5 512GB SSD, Intel N150 (up to 3.6GHz), Windows 11 Convertible Laptop, 2TB SSD Expand, FHD IPS 2K Touchscreen, Backlit Keyboard, WiFi 6, BT5.2",4.1,163,$358.99,358.99,N/A,0.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,False,2-in-1 laptop,2
Amazon_B0FXN39YTJ,Amazon,B0FXN39YTJ,15,False,Dell,"Dell Latitude 3190 11.6"" HD 2-in-1 Touchscreen Laptop Intel N5030 1.1Ghz 8GB Ram 512GB SSD Windows 11 Professional (Renewed)",4.2,407,$209.99,209.99,$229.99,229.99,"['FREE delivery Tue, Dec 16']",,,,False,2-in-1 laptop,2
Amazon_B0DSJGPPQT,Amazon,B0DSJGPPQT,16,False,EYY,"EYY 10.1"" 2 in 1 Tablet/Laptop Computer, 12GB RAM+256GB SSD, Win 11 Touchscreen Laptops with Stylus and Keyboard, Intel M3-8100Y Processor(up to 3.40GHz), WiFi 5, BT 5, HDMI, Dual Camera, Gray",3.8,37,$270.99,270.99,$299.99,299.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tomorrow, Dec 14']",,,,False,2-in-1 laptop,2
Amazon_B0B4BK92GK,Amazon,B0B4BK92GK,5,False,Lenovo,"Lenovo 500e Chromebook 2-in-1 Laptop, 11.6in HD Touch, Intel Celeron N3450, 4 GB RAM, 32GB eMMC Drive, Webcam, Chrome OS NO Pen (Renewed) (No Pen)",4.1,462,$68.97,68.97,$74.95,74.95,"['FREE delivery Wed, Dec 17']",,,,False,2-in-1 laptop,3
Amazon_B0BRQGSXSQ,Amazon,B0BRQGSXSQ,6,False,Lenovo,"Lenovo IdeaPad Flex 5i - (2023) - Everyday Notebook - 2-in-1 Laptop Computer - Windows 11-14"" WUXGA Touchscreen - 8GB Memory - 256GB Storage - Intel Core i3-1215U - Fingerprint Reader - Storm Grey",4.4,93,$449.99,449.99,N/A,0.0,"['$25.19 delivery Mon, Dec 22', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,3
Amazon_B0DKN96Q1W,Amazon,B0DKN96Q1W,7,False,HP,"HP Chromebook x360 14 inch FHD IPS Touch 2-in-1 Laptop, Intel Processor N100, 4GB RAM, 64GB eMMC, Chrome OS, Sky Blue, 14b-cd0130wm",4.8,14,$255.00,255.0,N/A,0.0,"['FREE delivery Dec 17 - 18', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,3
Amazon_B0CXKXNNPX,Amazon,B0CXKXNNPX,8,False,Microsoft,"Microsoft Surface Pro 2-in-1 Laptop/Tablet (2024), Windows 11 Copilot+ PC, 13"" Touchscreen OLED Display, Snapdragon X Elite (12 Core), 16GB RAM, 256GB Storage, Black, Amazon Exclusive",4.4,140,"$1,040.00",1040.0,"$1,399.99",1399.99,"['FREE delivery Dec 17 - 18', 'Or fastest delivery Tue, Dec 16']",,,,True,2-in-1 laptop,3
Amazon_B0FB47M4CB,Amazon,B0FB47M4CB,9,False,HP,"HP Convertible 2-in-1 Chromebook in Silver 14"" Touch HD Intel 4-Core up to 3.40GHz 4GB Ram 128GB Storage 4K Graphics Super-Fast WiFi Chrome OS (14b - Renewed)",4.2,24,$226.99,226.99,$239.99,239.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,3
Amazon_B0FKGNN7ZK,Amazon,B0FKGNN7ZK,12,True,N/A,"CHUWI 2 in 1 Laptop 13.4'', 16GB LPDDR5 RAM 512GB SSD, Intel N150 (Beats N100/N95), FHD 2.5K IPS, 2TB SSD Expand, Windows 11 Touchscreen Laptops, Backlit Keyboard, WiFi 6, BT5.2, Type-C",N/A,N/A,$350.54,350.54,$429.99,429.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Tue, Dec 16']",,,,False,2-in-1 laptop,3
Amazon_B0F885VPZG,Amazon,B0F885VPZG,14,False,HP,"HP Convertible 2-in-1 Chromebook in Blue 14"" Touch HD Intel 4-Core up to 3.40GHz 4GB Ram 128GB Storage 4K Graphics Super-Fast WiFi Chrome OS (14b - Renewed)",4.2,24,$229.99,229.99,N/A,0.0,"['FREE delivery Wed, Dec 17']",,,,False,2-in-1 laptop,3
Amazon_B0FPCPZDFD,Amazon,B0FPCPZDFD,15,False,N/A,"15.6"" 2-in-1 Touchscreen Laptop, 360° Flip Convertible, Core m3 8100Y, 16GB RAM, 512GB SSD, IPS Full HD Display, Wi-Fi 5 BT5.1 Win 11 Pro Lightweight Notebook Computer for Work & Study",5.0,3,$329.99,329.99,N/A,0.0,"['FREE delivery Fri, Dec 19']",,,,False,2-in-1 laptop,3
Amazon_B0FVM4PPWH,Amazon,B0FVM4PPWH,17,False,Dell,"Dell Inspiron 14 2-in-1 Laptop - 14"" FHD+ Touchscreen Display • Intel 10-Core 5 120U • Backlit KB• Fingerprint • Wi-Fi6E • for Students & Business • Win 11 Pro • 16GB DDR5 • 1TB SSD • Patent Accessory",4.4,11,$699.99,699.99,$799.99,799.99,"['FREE delivery Dec 22 - 24', 'Or fastest delivery Dec 19 - 22']",,,,False,2-in-1 laptop,3
Amazon_B0CXL5KT64,Amazon,B0CXL5KT64,18,False,Microsoft,"Microsoft Surface Pro 2-in-1 Laptop/Tablet (2024), 13"" OLED Touchscreen Display, 16GB RAM, 512GB Storage | Windows 11 Copilot+ PC, Snapdragon X Elite (12 Core), Sapphire",4.4,604,$999.99,999.99,"$1,499.99",1499.99,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Mon, Dec 15']",,,,True,2-in-1 laptop,3
Amazon_B0DZXBXBFL,Amazon,B0DZXBXBFL,19,False,Dell,"Dell Latitude 7420 2-in-1 Touchscreen Business Laptop, 14"" FHD (1920x1080), 11th Gen Core i7-1185G7, 16GB RAM, 512GB SSD, Thunderbolt 4, HDMI Windows 11 Pro (Renewed)",4.5,7,$408.70,408.7,$429.00,429.0,"['FREE delivery Sat, Dec 20', 'Or fastest delivery Thu, Dec 18']",,,,False,2-in-1 laptop,3
Amazon_B09RGVS489,Amazon,B09RGVS489,20,False,Lenovo,Lenovo Chromebook 300e 2-in-1 Convertible Laptop in Black AMD Processor up to 2.4Ghz 32GB eMMC 4GB DDR4 11.6in IPS Touchscreen BT Dual Webcam HDMI (Renewed),4.0,3100,$59.00,59.0,$64.99,64.99,"['FREE delivery Wed, Dec 17']",,,,False,2-in-1 laptop,3
Amazon_B0FNWH1TG6,Amazon,B0FNWH1TG6,21,True,N/A,"14"" Laptop Computer,Pentium Gold 6500Y (Up to 3.4GHz), 32GB RAM 1TB SSD, Grey Laptops with Type-C, HDMI, USB3.2, BT5, WiFi 5, Lightweight Business Laptop",4.7,5,$274.34,274.34,$319.00,319.0,"['FREE delivery Thu, Dec 18', 'Or fastest delivery Mon, Dec 15']",,,,False,2-in-1 laptop,3
